PracticeJapanese Scores (version 0.6.17)

Kanji Scores:
飛び出す: Vocab Quiz Score = 2, Filling Quiz Score = 2
範囲: Vocab Quiz Score = 2, Filling Quiz Score = 2
一体: Vocab Quiz Score = 2, Filling Quiz Score = 2
布: Vocab Quiz Score = 2, Filling Quiz Score = 2
失望: Vocab Quiz Score = 2, Filling Quiz Score = 2
苦しむ: Vocab Quiz Score = 2, Filling Quiz Score = 2
基本: Vocab Quiz Score = 2, Filling Quiz Score = 2
年齢: Vocab Quiz Score = 2, Filling Quiz Score = 2
記録: Vocab Quiz Score = 2, Filling Quiz Score = 2
金持ち: Vocab Quiz Score = 2, Filling Quiz Score = 2
円: Vocab Quiz Score = 2, Filling Quiz Score = 2
丸い: Vocab Quiz Score = 2, Filling Quiz Score = 2
合わせる: Vocab Quiz Score = 2, Filling Quiz Score = 2
影: Vocab Quiz Score = 2, Filling Quiz Score = 2
平ら: Vocab Quiz Score = 2, Filling Quiz Score = 2
知恵: Vocab Quiz Score = 2, Filling Quiz Score = 2
日光: Vocab Quiz Score = 2, Filling Quiz Score = 2
上: Vocab Quiz Score = 2, Filling Quiz Score = 2
質: Vocab Quiz Score = 2, Filling Quiz Score = 2
別に: Vocab Quiz Score = 2, Filling Quiz Score = 2
掴む: Vocab Quiz Score = 2, Filling Quiz Score = 2
温暖: Vocab Quiz Score = 2, Filling Quiz Score = 2
違いない: Vocab Quiz Score = 2, Filling Quiz Score = 2
取り上げる: Vocab Quiz Score = 2, Filling Quiz Score = 2
無事: Vocab Quiz Score = 2, Filling Quiz Score = 2
主婦: Vocab Quiz Score = 2, Filling Quiz Score = 2
目的: Vocab Quiz Score = 2, Filling Quiz Score = 2
選択: Vocab Quiz Score = 2, Filling Quiz Score = 2
組: Vocab Quiz Score = 2, Filling Quiz Score = 2
縦: Vocab Quiz Score = 2, Filling Quiz Score = 2
連続: Vocab Quiz Score = 2, Filling Quiz Score = 2
通過: Vocab Quiz Score = 2, Filling Quiz Score = 2
立場: Vocab Quiz Score = 2, Filling Quiz Score = 2
極: Vocab Quiz Score = 2, Filling Quiz Score = 2
再び: Vocab Quiz Score = 2, Filling Quiz Score = 2
主要: Vocab Quiz Score = 2, Filling Quiz Score = 2
道徳: Vocab Quiz Score = 2, Filling Quiz Score = 2
面: Vocab Quiz Score = 2, Filling Quiz Score = 2
党: Vocab Quiz Score = 2, Filling Quiz Score = 2
回り: Vocab Quiz Score = 2, Filling Quiz Score = 2
風呂: Vocab Quiz Score = 2, Filling Quiz Score = 2
夜中: Vocab Quiz Score = 2, Filling Quiz Score = 2
出会い: Vocab Quiz Score = 2, Filling Quiz Score = 2
幸い: Vocab Quiz Score = 2, Filling Quiz Score = 2
誕生: Vocab Quiz Score = 2, Filling Quiz Score = 2
現す: Vocab Quiz Score = 2, Filling Quiz Score = 2
嫌う: Vocab Quiz Score = 2, Filling Quiz Score = 2
叱る: Vocab Quiz Score = 2, Filling Quiz Score = 2
詰める: Vocab Quiz Score = 2, Filling Quiz Score = 2
城: Vocab Quiz Score = 2, Filling Quiz Score = 2
改善: Vocab Quiz Score = 2, Filling Quiz Score = 2
番: Vocab Quiz Score = 2, Filling Quiz Score = 2
比較: Vocab Quiz Score = 2, Filling Quiz Score = 2
登山: Vocab Quiz Score = 2, Filling Quiz Score = 2
配達: Vocab Quiz Score = 2, Filling Quiz Score = 2
事件: Vocab Quiz Score = 2, Filling Quiz Score = 2
機能: Vocab Quiz Score = 2, Filling Quiz Score = 2
常識: Vocab Quiz Score = 2, Filling Quiz Score = 2
金庫: Vocab Quiz Score = 2, Filling Quiz Score = 2
地域: Vocab Quiz Score = 2, Filling Quiz Score = 2
限界: Vocab Quiz Score = 2, Filling Quiz Score = 2
地下: Vocab Quiz Score = 2, Filling Quiz Score = 2
豪華: Vocab Quiz Score = 2, Filling Quiz Score = 2
青年: Vocab Quiz Score = 2, Filling Quiz Score = 2
囲む: Vocab Quiz Score = 2, Filling Quiz Score = 2
表: Vocab Quiz Score = 2, Filling Quiz Score = 2
付ける: Vocab Quiz Score = 2, Filling Quiz Score = 2
行き: Vocab Quiz Score = 2, Filling Quiz Score = 2
率: Vocab Quiz Score = 2, Filling Quiz Score = 2
関心: Vocab Quiz Score = 2, Filling Quiz Score = 2
万一: Vocab Quiz Score = 2, Filling Quiz Score = 2
訳: Vocab Quiz Score = 2, Filling Quiz Score = 2
住民: Vocab Quiz Score = 2, Filling Quiz Score = 2
急激: Vocab Quiz Score = 2, Filling Quiz Score = 2
物音: Vocab Quiz Score = 2, Filling Quiz Score = 2
便り: Vocab Quiz Score = 2, Filling Quiz Score = 2
両替: Vocab Quiz Score = 2, Filling Quiz Score = 2
敵: Vocab Quiz Score = 2, Filling Quiz Score = 2
求める: Vocab Quiz Score = 2, Filling Quiz Score = 2
練習: Vocab Quiz Score = 2, Filling Quiz Score = 2
交換: Vocab Quiz Score = 2, Filling Quiz Score = 2
害: Vocab Quiz Score = 2, Filling Quiz Score = 2
博物館: Vocab Quiz Score = 2, Filling Quiz Score = 2
栄養: Vocab Quiz Score = 2, Filling Quiz Score = 2
抜く: Vocab Quiz Score = 2, Filling Quiz Score = 2
相続: Vocab Quiz Score = 2, Filling Quiz Score = 2
贈る: Vocab Quiz Score = 2, Filling Quiz Score = 2
炎: Vocab Quiz Score = 2, Filling Quiz Score = 2
為る: Vocab Quiz Score = 2, Filling Quiz Score = 2
苦痛: Vocab Quiz Score = 2, Filling Quiz Score = 2
単に: Vocab Quiz Score = 2, Filling Quiz Score = 2
試す: Vocab Quiz Score = 2, Filling Quiz Score = 2
偶: Vocab Quiz Score = 2, Filling Quiz Score = 2
詳しい: Vocab Quiz Score = 2, Filling Quiz Score = 2
挨拶: Vocab Quiz Score = 2, Filling Quiz Score = 2
達する: Vocab Quiz Score = 2, Filling Quiz Score = 2
信じる: Vocab Quiz Score = 2, Filling Quiz Score = 2
越える: Vocab Quiz Score = 2, Filling Quiz Score = 2
灯: Vocab Quiz Score = 2, Filling Quiz Score = 2
酒: Vocab Quiz Score = 2, Filling Quiz Score = 2
椅子: Vocab Quiz Score = 2, Filling Quiz Score = 2
差別: Vocab Quiz Score = 2, Filling Quiz Score = 2
自慢: Vocab Quiz Score = 2, Filling Quiz Score = 2
お目に掛かる: Vocab Quiz Score = 2, Filling Quiz Score = 2
ジェット機: Vocab Quiz Score = 2, Filling Quiz Score = 2
乗客: Vocab Quiz Score = 2, Filling Quiz Score = 2
切れる: Vocab Quiz Score = 2, Filling Quiz Score = 2
加わる: Vocab Quiz Score = 2, Filling Quiz Score = 2
望む: Vocab Quiz Score = 2, Filling Quiz Score = 2
笛: Vocab Quiz Score = 2, Filling Quiz Score = 2
発車: Vocab Quiz Score = 2, Filling Quiz Score = 2
批判: Vocab Quiz Score = 2, Filling Quiz Score = 2
伺う: Vocab Quiz Score = 2, Filling Quiz Score = 2
松: Vocab Quiz Score = 2, Filling Quiz Score = 2
魅力: Vocab Quiz Score = 2, Filling Quiz Score = 2
出来事: Vocab Quiz Score = 2, Filling Quiz Score = 2
恐ろしい: Vocab Quiz Score = 2, Filling Quiz Score = 2
幼い: Vocab Quiz Score = 2, Filling Quiz Score = 2
整理: Vocab Quiz Score = 2, Filling Quiz Score = 2
組む: Vocab Quiz Score = 2, Filling Quiz Score = 2
日本: Vocab Quiz Score = 2, Filling Quiz Score = 2
事態: Vocab Quiz Score = 2, Filling Quiz Score = 2
主に: Vocab Quiz Score = 2, Filling Quiz Score = 2
谷: Vocab Quiz Score = 2, Filling Quiz Score = 2
確認: Vocab Quiz Score = 2, Filling Quiz Score = 2
今に: Vocab Quiz Score = 2, Filling Quiz Score = 2
地区: Vocab Quiz Score = 2, Filling Quiz Score = 2
涙: Vocab Quiz Score = 2, Filling Quiz Score = 2
案内: Vocab Quiz Score = 2, Filling Quiz Score = 2
一時: Vocab Quiz Score = 2, Filling Quiz Score = 2
天候: Vocab Quiz Score = 2, Filling Quiz Score = 2
途端: Vocab Quiz Score = 2, Filling Quiz Score = 2
小包: Vocab Quiz Score = 2, Filling Quiz Score = 2
減らす: Vocab Quiz Score = 2, Filling Quiz Score = 2
名人: Vocab Quiz Score = 2, Filling Quiz Score = 2
生じる: Vocab Quiz Score = 2, Filling Quiz Score = 2
正直: Vocab Quiz Score = 2, Filling Quiz Score = 2
訪問: Vocab Quiz Score = 2, Filling Quiz Score = 2
収める: Vocab Quiz Score = 2, Filling Quiz Score = 2
食品: Vocab Quiz Score = 2, Filling Quiz Score = 2
支給: Vocab Quiz Score = 2, Filling Quiz Score = 2
行儀: Vocab Quiz Score = 2, Filling Quiz Score = 2
明らか: Vocab Quiz Score = 2, Filling Quiz Score = 2
末: Vocab Quiz Score = 2, Filling Quiz Score = 2
休暇: Vocab Quiz Score = 2, Filling Quiz Score = 2
回す: Vocab Quiz Score = 2, Filling Quiz Score = 2
本物: Vocab Quiz Score = 2, Filling Quiz Score = 2
損害: Vocab Quiz Score = 2, Filling Quiz Score = 2
貢献: Vocab Quiz Score = 2, Filling Quiz Score = 2
身体: Vocab Quiz Score = 2, Filling Quiz Score = 2
起こる: Vocab Quiz Score = 2, Filling Quiz Score = 2
女優: Vocab Quiz Score = 2, Filling Quiz Score = 2
先ず: Vocab Quiz Score = 2, Filling Quiz Score = 2
保証: Vocab Quiz Score = 2, Filling Quiz Score = 2
宝石: Vocab Quiz Score = 2, Filling Quiz Score = 2
近頃: Vocab Quiz Score = 2, Filling Quiz Score = 2
就く: Vocab Quiz Score = 2, Filling Quiz Score = 2
住宅: Vocab Quiz Score = 2, Filling Quiz Score = 2
動詞: Vocab Quiz Score = 2, Filling Quiz Score = 2
後: Vocab Quiz Score = 2, Filling Quiz Score = 2
意識: Vocab Quiz Score = 2, Filling Quiz Score = 2
爆発: Vocab Quiz Score = 2, Filling Quiz Score = 2
組織: Vocab Quiz Score = 2, Filling Quiz Score = 2
生き物: Vocab Quiz Score = 2, Filling Quiz Score = 2
宜しい: Vocab Quiz Score = 2, Filling Quiz Score = 2
奪う: Vocab Quiz Score = 2, Filling Quiz Score = 2
貸し: Vocab Quiz Score = 2, Filling Quiz Score = 2
豊か: Vocab Quiz Score = 2, Filling Quiz Score = 2
祝う: Vocab Quiz Score = 2, Filling Quiz Score = 2
氏: Vocab Quiz Score = 2, Filling Quiz Score = 2
思想: Vocab Quiz Score = 2, Filling Quiz Score = 2
記者: Vocab Quiz Score = 2, Filling Quiz Score = 2
二十: Vocab Quiz Score = 2, Filling Quiz Score = 2
霧: Vocab Quiz Score = 2, Filling Quiz Score = 2
働き: Vocab Quiz Score = 2, Filling Quiz Score = 2
予防: Vocab Quiz Score = 2, Filling Quiz Score = 2
食物: Vocab Quiz Score = 2, Filling Quiz Score = 2
平等: Vocab Quiz Score = 2, Filling Quiz Score = 2
専攻: Vocab Quiz Score = 2, Filling Quiz Score = 2
人気: Vocab Quiz Score = 2, Filling Quiz Score = 2
限る: Vocab Quiz Score = 2, Filling Quiz Score = 2
単なる: Vocab Quiz Score = 2, Filling Quiz Score = 2
缶: Vocab Quiz Score = 2, Filling Quiz Score = 2
周囲: Vocab Quiz Score = 2, Filling Quiz Score = 2
舞台: Vocab Quiz Score = 2, Filling Quiz Score = 2
月: Vocab Quiz Score = 2, Filling Quiz Score = 2
友情: Vocab Quiz Score = 2, Filling Quiz Score = 2
物語: Vocab Quiz Score = 2, Filling Quiz Score = 2
石油: Vocab Quiz Score = 2, Filling Quiz Score = 2
寧ろ: Vocab Quiz Score = 2, Filling Quiz Score = 2
関する: Vocab Quiz Score = 2, Filling Quiz Score = 2
図: Vocab Quiz Score = 2, Filling Quiz Score = 2
手術: Vocab Quiz Score = 2, Filling Quiz Score = 2
一瞬: Vocab Quiz Score = 2, Filling Quiz Score = 2
左右: Vocab Quiz Score = 2, Filling Quiz Score = 2
灰: Vocab Quiz Score = 2, Filling Quiz Score = 2
畑: Vocab Quiz Score = 2, Filling Quiz Score = 2
株: Vocab Quiz Score = 2, Filling Quiz Score = 2
示す: Vocab Quiz Score = 2, Filling Quiz Score = 2
孫: Vocab Quiz Score = 2, Filling Quiz Score = 2
基づく: Vocab Quiz Score = 2, Filling Quiz Score = 2
広告: Vocab Quiz Score = 2, Filling Quiz Score = 2
幕: Vocab Quiz Score = 2, Filling Quiz Score = 2
現在: Vocab Quiz Score = 2, Filling Quiz Score = 2
実行: Vocab Quiz Score = 2, Filling Quiz Score = 2
寄付: Vocab Quiz Score = 2, Filling Quiz Score = 2
武器: Vocab Quiz Score = 2, Filling Quiz Score = 2
不自由: Vocab Quiz Score = 2, Filling Quiz Score = 2
見解: Vocab Quiz Score = 2, Filling Quiz Score = 2
真面目: Vocab Quiz Score = 2, Filling Quiz Score = 2
隠す: Vocab Quiz Score = 2, Filling Quiz Score = 2
支配: Vocab Quiz Score = 2, Filling Quiz Score = 2
表面: Vocab Quiz Score = 2, Filling Quiz Score = 2
父親: Vocab Quiz Score = 2, Filling Quiz Score = 2
相手: Vocab Quiz Score = 2, Filling Quiz Score = 2
真っ直ぐ: Vocab Quiz Score = 2, Filling Quiz Score = 2
観客: Vocab Quiz Score = 2, Filling Quiz Score = 2
取れる: Vocab Quiz Score = 2, Filling Quiz Score = 2
抱える: Vocab Quiz Score = 2, Filling Quiz Score = 2
医師: Vocab Quiz Score = 2, Filling Quiz Score = 2
方々: Vocab Quiz Score = 2, Filling Quiz Score = 2
順: Vocab Quiz Score = 2, Filling Quiz Score = 2
勢い: Vocab Quiz Score = 2, Filling Quiz Score = 2
事: Vocab Quiz Score = 2, Filling Quiz Score = 2
数: Vocab Quiz Score = 2, Filling Quiz Score = 2
機械: Vocab Quiz Score = 2, Filling Quiz Score = 2
毛布: Vocab Quiz Score = 2, Filling Quiz Score = 2
瓶: Vocab Quiz Score = 2, Filling Quiz Score = 2
敬意: Vocab Quiz Score = 2, Filling Quiz Score = 2
支える: Vocab Quiz Score = 2, Filling Quiz Score = 2
命令: Vocab Quiz Score = 2, Filling Quiz Score = 2
誤り: Vocab Quiz Score = 2, Filling Quiz Score = 2
満足: Vocab Quiz Score = 2, Filling Quiz Score = 2
必死: Vocab Quiz Score = 2, Filling Quiz Score = 2
博士: Vocab Quiz Score = 2, Filling Quiz Score = 2
大抵: Vocab Quiz Score = 2, Filling Quiz Score = 2
胃: Vocab Quiz Score = 2, Filling Quiz Score = 2
運転: Vocab Quiz Score = 2, Filling Quiz Score = 2
板: Vocab Quiz Score = 2, Filling Quiz Score = 2
入院: Vocab Quiz Score = 2, Filling Quiz Score = 2
需要: Vocab Quiz Score = 2, Filling Quiz Score = 2
進学: Vocab Quiz Score = 2, Filling Quiz Score = 2
他: Vocab Quiz Score = 2, Filling Quiz Score = 2
独身: Vocab Quiz Score = 2, Filling Quiz Score = 2
構成: Vocab Quiz Score = 2, Filling Quiz Score = 2
祝い: Vocab Quiz Score = 2, Filling Quiz Score = 2
吠える: Vocab Quiz Score = 2, Filling Quiz Score = 2
外: Vocab Quiz Score = 2, Filling Quiz Score = 2
支払う: Vocab Quiz Score = 2, Filling Quiz Score = 2
実際: Vocab Quiz Score = 2, Filling Quiz Score = 2
旅: Vocab Quiz Score = 2, Filling Quiz Score = 2
利益: Vocab Quiz Score = 2, Filling Quiz Score = 2
移す: Vocab Quiz Score = 2, Filling Quiz Score = 2
審判: Vocab Quiz Score = 2, Filling Quiz Score = 2
七: Vocab Quiz Score = 2, Filling Quiz Score = 2
劣る: Vocab Quiz Score = 2, Filling Quiz Score = 2
止す: Vocab Quiz Score = 2, Filling Quiz Score = 2
行き: Vocab Quiz Score = 2, Filling Quiz Score = 2
金: Vocab Quiz Score = 2, Filling Quiz Score = 2
香り: Vocab Quiz Score = 2, Filling Quiz Score = 2
切れ: Vocab Quiz Score = 2, Filling Quiz Score = 2
鬼: Vocab Quiz Score = 2, Filling Quiz Score = 2
全て: Vocab Quiz Score = 2, Filling Quiz Score = 2
強調: Vocab Quiz Score = 2, Filling Quiz Score = 2
年間: Vocab Quiz Score = 2, Filling Quiz Score = 2
制度: Vocab Quiz Score = 2, Filling Quiz Score = 2
別れ: Vocab Quiz Score = 2, Filling Quiz Score = 2
換える: Vocab Quiz Score = 2, Filling Quiz Score = 2
記念: Vocab Quiz Score = 2, Filling Quiz Score = 2
与える: Vocab Quiz Score = 2, Filling Quiz Score = 2
十: Vocab Quiz Score = 2, Filling Quiz Score = 2
奇妙: Vocab Quiz Score = 2, Filling Quiz Score = 2
参考: Vocab Quiz Score = 2, Filling Quiz Score = 2
態度: Vocab Quiz Score = 2, Filling Quiz Score = 2
少々: Vocab Quiz Score = 2, Filling Quiz Score = 2
知識: Vocab Quiz Score = 2, Filling Quiz Score = 2
縄: Vocab Quiz Score = 2, Filling Quiz Score = 2
転ぶ: Vocab Quiz Score = 2, Filling Quiz Score = 2
莫大: Vocab Quiz Score = 2, Filling Quiz Score = 2
品: Vocab Quiz Score = 2, Filling Quiz Score = 2
根: Vocab Quiz Score = 2, Filling Quiz Score = 2
格好: Vocab Quiz Score = 2, Filling Quiz Score = 2
効果: Vocab Quiz Score = 2, Filling Quiz Score = 2
楽: Vocab Quiz Score = 2, Filling Quiz Score = 2
留学: Vocab Quiz Score = 2, Filling Quiz Score = 2
政府: Vocab Quiz Score = 2, Filling Quiz Score = 2
企業: Vocab Quiz Score = 2, Filling Quiz Score = 2
装置: Vocab Quiz Score = 2, Filling Quiz Score = 2
提出: Vocab Quiz Score = 2, Filling Quiz Score = 2
王様: Vocab Quiz Score = 2, Filling Quiz Score = 2
土産: Vocab Quiz Score = 2, Filling Quiz Score = 2
馬鹿: Vocab Quiz Score = 2, Filling Quiz Score = 2
優秀: Vocab Quiz Score = 2, Filling Quiz Score = 2
税: Vocab Quiz Score = 2, Filling Quiz Score = 2
得る: Vocab Quiz Score = 2, Filling Quiz Score = 2
実現: Vocab Quiz Score = 2, Filling Quiz Score = 2
負け: Vocab Quiz Score = 2, Filling Quiz Score = 2
迎え: Vocab Quiz Score = 2, Filling Quiz Score = 2
通学: Vocab Quiz Score = 2, Filling Quiz Score = 2
七: Vocab Quiz Score = 2, Filling Quiz Score = 2
舌: Vocab Quiz Score = 2, Filling Quiz Score = 2
汗: Vocab Quiz Score = 2, Filling Quiz Score = 2
設備: Vocab Quiz Score = 2, Filling Quiz Score = 2
努力: Vocab Quiz Score = 2, Filling Quiz Score = 2
指導: Vocab Quiz Score = 2, Filling Quiz Score = 2
列車: Vocab Quiz Score = 2, Filling Quiz Score = 2
家賃: Vocab Quiz Score = 2, Filling Quiz Score = 2
疑問: Vocab Quiz Score = 2, Filling Quiz Score = 2
料金: Vocab Quiz Score = 2, Filling Quiz Score = 2
婦人: Vocab Quiz Score = 2, Filling Quiz Score = 2
迷惑: Vocab Quiz Score = 2, Filling Quiz Score = 2
見当: Vocab Quiz Score = 2, Filling Quiz Score = 2
議会: Vocab Quiz Score = 2, Filling Quiz Score = 2
中学: Vocab Quiz Score = 2, Filling Quiz Score = 2
諺: Vocab Quiz Score = 2, Filling Quiz Score = 2
輸出: Vocab Quiz Score = 2, Filling Quiz Score = 2
閉じる: Vocab Quiz Score = 2, Filling Quiz Score = 2
進歩: Vocab Quiz Score = 2, Filling Quiz Score = 2
塀: Vocab Quiz Score = 2, Filling Quiz Score = 2
値: Vocab Quiz Score = 2, Filling Quiz Score = 2
正確: Vocab Quiz Score = 2, Filling Quiz Score = 2
誰か: Vocab Quiz Score = 2, Filling Quiz Score = 2
粗末: Vocab Quiz Score = 2, Filling Quiz Score = 2
建設: Vocab Quiz Score = 2, Filling Quiz Score = 2
傷: Vocab Quiz Score = 2, Filling Quiz Score = 2
支店: Vocab Quiz Score = 2, Filling Quiz Score = 2
通行: Vocab Quiz Score = 2, Filling Quiz Score = 2
共同: Vocab Quiz Score = 2, Filling Quiz Score = 2
解ける: Vocab Quiz Score = 2, Filling Quiz Score = 2
賢い: Vocab Quiz Score = 2, Filling Quiz Score = 2
去る: Vocab Quiz Score = 2, Filling Quiz Score = 2
触れる: Vocab Quiz Score = 2, Filling Quiz Score = 2
完全: Vocab Quiz Score = 2, Filling Quiz Score = 2
直に: Vocab Quiz Score = 2, Filling Quiz Score = 2
熱帯: Vocab Quiz Score = 2, Filling Quiz Score = 2
年月: Vocab Quiz Score = 2, Filling Quiz Score = 2
役割: Vocab Quiz Score = 2, Filling Quiz Score = 2
幸運: Vocab Quiz Score = 2, Filling Quiz Score = 2
男子: Vocab Quiz Score = 2, Filling Quiz Score = 2
合格: Vocab Quiz Score = 2, Filling Quiz Score = 2
招待: Vocab Quiz Score = 2, Filling Quiz Score = 2
経営: Vocab Quiz Score = 2, Filling Quiz Score = 2
使用: Vocab Quiz Score = 2, Filling Quiz Score = 2
期間: Vocab Quiz Score = 2, Filling Quiz Score = 2
弁当: Vocab Quiz Score = 2, Filling Quiz Score = 2
依頼: Vocab Quiz Score = 2, Filling Quiz Score = 2
監督: Vocab Quiz Score = 2, Filling Quiz Score = 2
教授: Vocab Quiz Score = 2, Filling Quiz Score = 2
至る: Vocab Quiz Score = 2, Filling Quiz Score = 2
飛行: Vocab Quiz Score = 2, Filling Quiz Score = 2
真剣: Vocab Quiz Score = 2, Filling Quiz Score = 2
球: Vocab Quiz Score = 2, Filling Quiz Score = 2
組合: Vocab Quiz Score = 2, Filling Quiz Score = 2
豊富: Vocab Quiz Score = 2, Filling Quiz Score = 2
担当: Vocab Quiz Score = 2, Filling Quiz Score = 2
済ませる: Vocab Quiz Score = 2, Filling Quiz Score = 2
人込み: Vocab Quiz Score = 2, Filling Quiz Score = 2
禁煙: Vocab Quiz Score = 2, Filling Quiz Score = 2
理想: Vocab Quiz Score = 2, Filling Quiz Score = 2
不安: Vocab Quiz Score = 2, Filling Quiz Score = 2
有能: Vocab Quiz Score = 2, Filling Quiz Score = 2
密: Vocab Quiz Score = 2, Filling Quiz Score = 2
釣: Vocab Quiz Score = 2, Filling Quiz Score = 2
本当: Vocab Quiz Score = 2, Filling Quiz Score = 2
価値: Vocab Quiz Score = 2, Filling Quiz Score = 2
独特: Vocab Quiz Score = 2, Filling Quiz Score = 2
団体: Vocab Quiz Score = 2, Filling Quiz Score = 2
欠席: Vocab Quiz Score = 2, Filling Quiz Score = 2
下: Vocab Quiz Score = 2, Filling Quiz Score = 2
罰する: Vocab Quiz Score = 2, Filling Quiz Score = 2
好む: Vocab Quiz Score = 2, Filling Quiz Score = 2
提案: Vocab Quiz Score = 2, Filling Quiz Score = 2
離れる: Vocab Quiz Score = 2, Filling Quiz Score = 2
上等: Vocab Quiz Score = 2, Filling Quiz Score = 2
局: Vocab Quiz Score = 2, Filling Quiz Score = 2
手間: Vocab Quiz Score = 2, Filling Quiz Score = 2
得る: Vocab Quiz Score = 2, Filling Quiz Score = 2
下り: Vocab Quiz Score = 2, Filling Quiz Score = 2
一生: Vocab Quiz Score = 2, Filling Quiz Score = 2
妙: Vocab Quiz Score = 2, Filling Quiz Score = 2
電子: Vocab Quiz Score = 2, Filling Quiz Score = 2
一層: Vocab Quiz Score = 2, Filling Quiz Score = 2
混乱: Vocab Quiz Score = 2, Filling Quiz Score = 2
雇う: Vocab Quiz Score = 2, Filling Quiz Score = 2
価格: Vocab Quiz Score = 2, Filling Quiz Score = 2
化粧: Vocab Quiz Score = 2, Filling Quiz Score = 2
衛星: Vocab Quiz Score = 2, Filling Quiz Score = 2
岸: Vocab Quiz Score = 2, Filling Quiz Score = 2
駄目: Vocab Quiz Score = 2, Filling Quiz Score = 2
婚約: Vocab Quiz Score = 2, Filling Quiz Score = 2
予期: Vocab Quiz Score = 2, Filling Quiz Score = 2
訓: Vocab Quiz Score = 2, Filling Quiz Score = 2
お腹: Vocab Quiz Score = 2, Filling Quiz Score = 2
髪の毛: Vocab Quiz Score = 2, Filling Quiz Score = 2
四: Vocab Quiz Score = 2, Filling Quiz Score = 2
否定: Vocab Quiz Score = 2, Filling Quiz Score = 2
適用: Vocab Quiz Score = 2, Filling Quiz Score = 2
観察: Vocab Quiz Score = 2, Filling Quiz Score = 2
餌: Vocab Quiz Score = 2, Filling Quiz Score = 2
向く: Vocab Quiz Score = 2, Filling Quiz Score = 2
日常: Vocab Quiz Score = 2, Filling Quiz Score = 2
管理: Vocab Quiz Score = 2, Filling Quiz Score = 2
種類: Vocab Quiz Score = 2, Filling Quiz Score = 2
腹: Vocab Quiz Score = 2, Filling Quiz Score = 2
嵐: Vocab Quiz Score = 2, Filling Quiz Score = 2
出会う: Vocab Quiz Score = 2, Filling Quiz Score = 2
好み: Vocab Quiz Score = 2, Filling Quiz Score = 2
軒: Vocab Quiz Score = 2, Filling Quiz Score = 2
王子: Vocab Quiz Score = 2, Filling Quiz Score = 2
省く: Vocab Quiz Score = 2, Filling Quiz Score = 2
基: Vocab Quiz Score = 2, Filling Quiz Score = 2
故障: Vocab Quiz Score = 2, Filling Quiz Score = 2
余分: Vocab Quiz Score = 2, Filling Quiz Score = 2
請求: Vocab Quiz Score = 2, Filling Quiz Score = 2
精神: Vocab Quiz Score = 2, Filling Quiz Score = 2
老い: Vocab Quiz Score = 2, Filling Quiz Score = 2
悪口: Vocab Quiz Score = 2, Filling Quiz Score = 2
全員: Vocab Quiz Score = 2, Filling Quiz Score = 2
現象: Vocab Quiz Score = 2, Filling Quiz Score = 2
主義: Vocab Quiz Score = 2, Filling Quiz Score = 2
多少: Vocab Quiz Score = 2, Filling Quiz Score = 2
適する: Vocab Quiz Score = 2, Filling Quiz Score = 2
強盗: Vocab Quiz Score = 2, Filling Quiz Score = 2
昨: Vocab Quiz Score = 2, Filling Quiz Score = 2
農家: Vocab Quiz Score = 2, Filling Quiz Score = 2
今回: Vocab Quiz Score = 2, Filling Quiz Score = 2
上: Vocab Quiz Score = 2, Filling Quiz Score = 2
無し: Vocab Quiz Score = 2, Filling Quiz Score = 2
親しい: Vocab Quiz Score = 2, Filling Quiz Score = 2
本当: Vocab Quiz Score = 2, Filling Quiz Score = 2
共通: Vocab Quiz Score = 2, Filling Quiz Score = 2
出身: Vocab Quiz Score = 2, Filling Quiz Score = 2
準備: Vocab Quiz Score = 2, Filling Quiz Score = 2
議員: Vocab Quiz Score = 2, Filling Quiz Score = 2
確かめる: Vocab Quiz Score = 2, Filling Quiz Score = 2
女子: Vocab Quiz Score = 2, Filling Quiz Score = 2
筋肉: Vocab Quiz Score = 2, Filling Quiz Score = 2
滞在: Vocab Quiz Score = 2, Filling Quiz Score = 2
一言: Vocab Quiz Score = 2, Filling Quiz Score = 2
描く: Vocab Quiz Score = 2, Filling Quiz Score = 2
女王: Vocab Quiz Score = 2, Filling Quiz Score = 2
決まり: Vocab Quiz Score = 2, Filling Quiz Score = 2
体温: Vocab Quiz Score = 2, Filling Quiz Score = 2
記憶: Vocab Quiz Score = 2, Filling Quiz Score = 2
計画: Vocab Quiz Score = 2, Filling Quiz Score = 2
夫婦: Vocab Quiz Score = 2, Filling Quiz Score = 2
今にも: Vocab Quiz Score = 2, Filling Quiz Score = 2
分: Vocab Quiz Score = 2, Filling Quiz Score = 2
金: Vocab Quiz Score = 2, Filling Quiz Score = 2
対する: Vocab Quiz Score = 2, Filling Quiz Score = 2
被る: Vocab Quiz Score = 2, Filling Quiz Score = 2
十: Vocab Quiz Score = 2, Filling Quiz Score = 2
都会: Vocab Quiz Score = 2, Filling Quiz Score = 2
美人: Vocab Quiz Score = 2, Filling Quiz Score = 2
信仰: Vocab Quiz Score = 2, Filling Quiz Score = 2
説: Vocab Quiz Score = 2, Filling Quiz Score = 2
昼食: Vocab Quiz Score = 2, Filling Quiz Score = 2
出版: Vocab Quiz Score = 2, Filling Quiz Score = 2
海外: Vocab Quiz Score = 2, Filling Quiz Score = 2
永遠: Vocab Quiz Score = 2, Filling Quiz Score = 2
